TransactionID,TransactionDate,YearMonth,Year,MonthNum,MonthName,CustomerID,CustomerName,AgeGroup,Gender,City,CardType,CardLimit,TransactionCategory,Merchant,PaymentMode,TransactionAmount,Fees,RewardPoints,PaymentStatus,TotalDue,UtilizationPct,IsFraudFlag
TXN00470,2024-06-05,2024-06,2024,6,June,CUST8635,Customer CUST8635,26-35,Female,Chennai,Infinia,800000,Fuel,BookMyShow,UPI AutoPay,3356,0.0,13424,Overdue,3356.0,1.71,0
TXN00169,2024-06-06,2024-06,2024,6,June,CUST5419,Customer CUST5419,18-25,Male,Kolkata,Diners Black,300000,Shopping,Zomato,Credit Card,3691,0.0,3691,Due,3691.0,3.42,0
TXN00306,2024-06-07,2024-06,2024,6,June,CUST5514,Customer CUST5514,46-60,Male,Kolkata,Infinia,800000,Shopping,DMart,NetBanking,8762,157.72,17524,Overdue,8919.72,2.7,0
TXN00213,2024-06-08,2024-06,2024,6,June,CUST4401,Customer CUST4401,46-60,Female,Delhi,Regalia,100000,Travel,BookMyShow,UPI AutoPay,15471,154.71,30942,Paid,15625.71,48.64,0
TXN00118,2024-06-10,2024-06,2024,6,June,CUST9094,Customer CUST9094,18-25,Female,Bengaluru,Diners Black,200000,Fuel,Croma,NetBanking,7547,0.0,7547,Due,7547.0,7.35,0
TXN00311,2024-06-10,2024-06,2024,6,June,CUST4281,Customer CUST4281,18-25,Male,Delhi,Diners Black,500000,Entertainment,Zomato,NetBanking,13288,132.88,53152,Due,13420.88,6.97,0
TXN00214,2024-06-10,2024-06,2024,6,June,CUST6828,Customer CUST6828,46-60,Male,Chennai,Infinia,100000,Groceries,IRCTC,UPI AutoPay,7245,72.45,7245,Paid,7317.45,27.85,0
TXN00337,2024-06-11,2024-06,2024,6,June,CUST1853,Customer CUST1853,26-35,Male,Mumbai,Infinia,300000,Fuel,Flipkart,NetBanking,4202,42.02,8404,Due,4244.02,2.51,0
TXN00377,2024-06-14,2024-06,2024,6,June,CUST3906,Customer CUST3906,46-60,Female,Chennai,Infinia,800000,Bills & Utilities,Swiggy,Credit Card,22859,411.46,91436,Due,23270.46,11.86,0
TXN00101,2024-06-15,2024-06,2024,6,June,CUST4891,Customer CUST4891,46-60,Female,Bengaluru,Infinia,100000,Entertainment,BookMyShow,Credit Card,5624,101.23,11248,Overdue,5725.23,14.87,1
TXN00204,2024-06-16,2024-06,2024,6,June,CUST5403,Customer CUST5403,18-25,Male,Hyderabad,Diners Black,200000,Fuel,HP Fuel,UPI AutoPay,17148,308.66,34296,Due,17456.66,21.33,0
TXN00041,2024-06-16,2024-06,2024,6,June,CUST4249,Customer CUST4249,18-25,Male,Chennai,Millennia,500000,Fuel,Zomato,NetBanking,1041,10.41,4164,Due,1051.41,0.54,0
TXN00500,2024-06-17,2024-06,2024,6,June,CUST3435,Customer CUST3435,18-25,Male,Pune,MoneyBack,500000,Entertainment,Amazon,Credit Card,5156,92.81,20624,Due,5248.81,1.25,0
TXN00121,2024-06-17,2024-06,2024,6,June,CUST5105,Customer CUST5105,26-35,Female,Bengaluru,Diners Black,300000,Bills & Utilities,Amazon,NetBanking,7588,75.88,30352,Due,7663.88,11.09,0
TXN00477,2024-06-19,2024-06,2024,6,June,CUST9779,Customer CUST9779,26-35,Female,Chennai,Diners Black,100000,Travel,IRCTC,Credit Card,6811,68.11,27244,Due,6879.11,29.71,0
TXN00187,2024-06-21,2024-06,2024,6,June,CUST5389,Customer CUST5389,36-45,Male,Hyderabad,Infinia,100000,Bills & Utilities,BookMyShow,NetBanking,16430,295.74,65720,Paid,16725.74,54.07,0
TXN00301,2024-06-23,2024-06,2024,6,June,CUST5333,Customer CUST5333,26-35,Female,Ahmedabad,MoneyBack,800000,Fuel,BookMyShow,NetBanking,4876,87.77,4876,Overdue,4963.77,2.22,0
TXN00459,2024-06-25,2024-06,2024,6,June,CUST6036,Customer CUST6036,26-35,Male,Chennai,Millennia,200000,Bills & Utilities,Amazon,Credit Card,4086,0.0,4086,Due,4086.0,7.67,0
TXN00396,2024-06-26,2024-06,2024,6,June,CUST2599,Customer CUST2599,46-60,Male,Delhi,Infinia,800000,Entertainment,IRCTC,UPI AutoPay,16145,0.0,64580,Paid,16145.0,5.75,0
TXN00261,2024-06-27,2024-06,2024,6,June,CUST1751,Customer CUST1751,18-25,Male,Mumbai,Diners Black,100000,Shopping,Amazon,UPI AutoPay,22376,223.76,44752,Due,22599.76,30.88,0
TXN00292,2024-06-28,2024-06,2024,6,June,CUST2252,Customer CUST2252,18-25,Male,Delhi,Diners Black,300000,Entertainment,Croma,NetBanking,4787,86.17,4787,Paid,4873.17,6.28,0
TXN00056,2024-06-28,2024-06,2024,6,June,CUST9056,Customer CUST9056,18-25,Female,Hyderabad,Infinia,800000,Bills & Utilities,HP Fuel,UPI AutoPay,14690,146.9,14690,Due,14836.9,5.04,0
TXN00307,2024-07-02,2024-07,2024,7,July,CUST7522,Customer CUST7522,26-35,Male,Pune,Infinia,800000,Fuel,Flipkart,UPI AutoPay,16051,160.51,32102,Overdue,16211.51,4.77,1
TXN00372,2024-07-02,2024-07,2024,7,July,CUST3686,Customer CUST3686,18-25,Male,Hyderabad,Infinia,300000,Bills & Utilities,Zomato,NetBanking,6816,68.16,6816,Due,6884.16,5.22,0
TXN00402,2024-07-03,2024-07,2024,7,July,CUST7959,Customer CUST7959,18-25,Female,Hyderabad,Infinia,300000,Travel,Flipkart,NetBanking,18289,182.89,36578,Overdue,18471.89,11.6,0
TXN00408,2024-07-04,2024-07,2024,7,July,CUST7765,Customer CUST7765,46-60,Male,Mumbai,Diners Black,500000,Groceries,BookMyShow,NetBanking,4953,89.15,4953,Overdue,5042.15,3.97,1
TXN00334,2024-07-09,2024-07,2024,7,July,CUST3468,Customer CUST3468,18-25,Female,Delhi,Diners Black,100000,Shopping,Flipkart,UPI AutoPay,4297,77.35,8594,Due,4374.35,8.3,0
TXN00278,2024-07-10,2024-07,2024,7,July,CUST3131,Customer CUST3131,26-35,Female,Bengaluru,Infinia,300000,Groceries,Swiggy,UPI AutoPay,12560,0.0,25120,Due,12560.0,13.51,1
TXN00458,2024-07-11,2024-07,2024,7,July,CUST6104,Customer CUST6104,36-45,Male,Delhi,MoneyBack,100000,Travel,BookMyShow,NetBanking,2703,0.0,2703,Overdue,2703.0,7.89,0
TXN00126,2024-07-13,2024-07,2024,7,July,CUST7442,Customer CUST7442,46-60,Male,Bengaluru,MoneyBack,500000,Fuel,Flipkart,NetBanking,15496,154.96,30992,Due,15650.96,3.39,0
TXN00014,2024-07-13,2024-07,2024,7,July,CUST1887,Customer CUST1887,18-25,Male,Delhi,Millennia,500000,Bills & Utilities,DMart,NetBanking,14324,143.24,28648,Due,14467.24,8.22,0
TXN00341,2024-07-13,2024-07,2024,7,July,CUST3627,Customer CUST3627,18-25,Male,Bengaluru,Infinia,300000,Shopping,BookMyShow,UPI AutoPay,10806,194.51,21612,Due,11000.51,16.1,0
TXN00061,2024-07-14,2024-07,2024,7,July,CUST5634,Customer CUST5634,36-45,Female,Bengaluru,Millennia,300000,Shopping,Amazon,UPI AutoPay,13796,137.96,55184,Overdue,13933.96,19.69,0
TXN00048,2024-07-15,2024-07,2024,7,July,CUST2647,Customer CUST2647,26-35,Female,Ahmedabad,MoneyBack,800000,Shopping,Flipkart,UPI AutoPay,23943,430.97,95772,Paid,24373.97,6.38,0
TXN00290,2024-07-17,2024-07,2024,7,July,CUST3496,Customer CUST3496,36-45,Female,Pune,MoneyBack,300000,Travel,DMart,Credit Card,10959,197.26,43836,Paid,11156.26,13.79,0
TXN00242,2024-07-22,2024-07,2024,7,July,CUST4963,Customer CUST4963,36-45,Female,Chennai,Diners Black,100000,Entertainment,BookMyShow,Credit Card,15411,277.4,30822,Due,15688.4,57.4,0
TXN00219,2024-07-23,2024-07,2024,7,July,CUST8940,Customer CUST8940,36-45,Female,Ahmedabad,Infinia,300000,Entertainment,DMart,UPI AutoPay,839,8.39,3356,Paid,847.39,0.82,0
TXN00389,2024-07-24,2024-07,2024,7,July,CUST3580,Customer CUST3580,36-45,Male,Ahmedabad,Diners Black,100000,Shopping,Swiggy,NetBanking,17641,176.41,35282,Overdue,17817.41,36.88,0
TXN00223,2024-07-25,2024-07,2024,7,July,CUST3320,Customer CUST3320,18-25,Female,Bengaluru,Diners Black,100000,Bills & Utilities,Zomato,UPI AutoPay,6015,60.15,6015,Overdue,6075.15,9.57,0
TXN00368,2024-07-26,2024-07,2024,7,July,CUST5043,Customer CUST5043,46-60,Female,Ahmedabad,Millennia,300000,Dining,Swiggy,NetBanking,14594,262.69,29188,Overdue,14856.69,21.73,0
TXN00089,2024-07-28,2024-07,2024,7,July,CUST9149,Customer CUST9149,46-60,Male,Chennai,Regalia,300000,Entertainment,Amazon,UPI AutoPay,4696,46.96,9392,Overdue,4742.96,2.32,1
TXN00182,2024-07-29,2024-07,2024,7,July,CUST8496,Customer CUST8496,18-25,Female,Chennai,Millennia,300000,Fuel,BookMyShow,NetBanking,3534,63.61,3534,Overdue,3597.61,2.71,0
TXN00495,2024-07-30,2024-07,2024,7,July,CUST3391,Customer CUST3391,18-25,Female,Ahmedabad,Diners Black,200000,Bills & Utilities,IRCTC,Credit Card,22390,0.0,44780,Overdue,22390.0,29.49,0
TXN00390,2024-07-30,2024-07,2024,7,July,CUST3806,Customer CUST3806,18-25,Female,Pune,Infinia,300000,Shopping,HP Fuel,NetBanking,9081,0.0,36324,Due,9081.0,9.98,0
TXN00379,2024-08-02,2024-08,2024,8,August,CUST5705,Customer CUST5705,46-60,Female,Mumbai,Millennia,100000,Fuel,IRCTC,NetBanking,24111,434.0,96444,Overdue,24545.0,70.76,0
TXN00227,2024-08-02,2024-08,2024,8,August,CUST8179,Customer CUST8179,46-60,Male,Ahmedabad,Millennia,100000,Shopping,DMart,UPI AutoPay,8610,0.0,34440,Due,8610.0,10.27,0
TXN00409,2024-08-03,2024-08,2024,8,August,CUST8802,Customer CUST8802,36-45,Female,Pune,Millennia,200000,Bills & Utilities,Croma,Credit Card,8863,0.0,8863,Due,8863.0,12.66,0
TXN00123,2024-08-03,2024-08,2024,8,August,CUST5949,Customer CUST5949,46-60,Male,Kolkata,Infinia,800000,Bills & Utilities,DMart,UPI AutoPay,1192,11.92,4768,Due,1203.92,0.32,0
TXN00288,2024-08-04,2024-08,2024,8,August,CUST4183,Customer CUST4183,18-25,Male,Kolkata,Infinia,800000,Dining,Swiggy,NetBanking,5474,0.0,5474,Due,5474.0,2.97,0
TXN00293,2024-08-05,2024-08,2024,8,August,CUST4658,Customer CUST4658,36-45,Male,Mumbai,Infinia,200000,Shopping,BookMyShow,NetBanking,18008,324.14,36016,Overdue,18332.14,22.18,0
TXN00045,2024-08-05,2024-08,2024,8,August,CUST9464,Customer CUST9464,26-35,Male,Pune,Diners Black,300000,Shopping,Flipkart,NetBanking,9363,168.53,37452,Due,9531.53,10.06,0
TXN00178,2024-08-15,2024-08,2024,8,August,CUST3469,Customer CUST3469,36-45,Male,Ahmedabad,MoneyBack,800000,Shopping,BookMyShow,Credit Card,13016,130.16,52064,Due,13146.16,6.12,0
TXN00104,2024-08-15,2024-08,2024,8,August,CUST7326,Customer CUST7326,18-25,Female,Hyderabad,Diners Black,800000,Groceries,Flipkart,Credit Card,13795,0.0,27590,Due,13795.0,4.3,0
TXN00225,2024-08-16,2024-08,2024,8,August,CUST1029,Customer CUST1029,46-60,Male,Bengaluru,MoneyBack,200000,Shopping,Amazon,NetBanking,24251,436.52,48502,Due,24687.52,20.74,1
TXN00207,2024-08-17,2024-08,2024,8,August,CUST2956,Customer CUST2956,18-25,Male,Pune,Regalia,100000,Travel,Flipkart,NetBanking,23802,238.02,47604,Paid,24040.02,78.22,0
TXN00135,2024-08-18,2024-08,2024,8,August,CUST6714,Customer CUST6714,36-45,Female,Chennai,Diners Black,500000,Bills & Utilities,Zomato,NetBanking,6992,125.86,27968,Overdue,7117.86,3.17,0
TXN00478,2024-08-19,2024-08,2024,8,August,CUST9700,Customer CUST9700,46-60,Female,Delhi,Infinia,100000,Groceries,Flipkart,UPI AutoPay,19594,195.94,39188,Paid,19789.94,63.99,0
TXN00254,2024-08-19,2024-08,2024,8,August,CUST2069,Customer CUST2069,18-25,Female,Pune,Diners Black,800000,Dining,IRCTC,UPI AutoPay,3565,35.65,14260,Overdue,3600.65,0.99,0
TXN00206,2024-08-21,2024-08,2024,8,August,CUST3458,Customer CUST3458,26-35,Male,Mumbai,Millennia,500000,Entertainment,Croma,NetBanking,602,0.0,602,Overdue,602.0,0.3,0
TXN00304,2024-08-22,2024-08,2024,8,August,CUST3193,Customer CUST3193,36-45,Female,Hyderabad,MoneyBack,800000,Shopping,Flipkart,Credit Card,19501,351.02,78004,Due,19852.02,3.39,0
TXN00013,2024-08-22,2024-08,2024,8,August,CUST8953,Customer CUST8953,26-35,Male,Delhi,Millennia,200000,Entertainment,BookMyShow,Credit Card,11027,0.0,44108,Due,11027.0,11.66,0
TXN00430,2024-08-23,2024-08,2024,8,August,CUST7152,Customer CUST7152,26-35,Male,Delhi,Diners Black,500000,Dining,BookMyShow,NetBanking,3413,0.0,13652,Due,3413.0,3.06,0
TXN00150,2024-08-23,2024-08,2024,8,August,CUST7868,Customer CUST7868,18-25,Male,Ahmedabad,MoneyBack,100000,Shopping,Flipkart,Credit Card,5283,52.83,5283,Paid,5335.83,5.96,0
TXN00302,2024-08-23,2024-08,2024,8,August,CUST9263,Customer CUST9263,46-60,Male,Kolkata,MoneyBack,800000,Dining,Zomato,Credit Card,3757,0.0,3757,Due,3757.0,2.08,0
TXN00002,2024-08-26,2024-08,2024,8,August,CUST8359,Customer CUST8359,36-45,Male,Mumbai,Infinia,800000,Dining,Amazon,NetBanking,23662,425.92,94648,Due,24087.92,7.92,0
TXN00351,2024-08-26,2024-08,2024,8,August,CUST6319,Customer CUST6319,46-60,Male,Chennai,Diners Black,200000,Groceries,BookMyShow,NetBanking,18893,188.93,75572,Overdue,19081.93,37.19,0
TXN00065,2024-08-28,2024-08,2024,8,August,CUST5906,Customer CUST5906,18-25,Male,Chennai,Regalia,100000,Bills & Utilities,HP Fuel,Credit Card,3161,31.61,3161,Due,3192.61,8.77,0
TXN00475,2024-08-28,2024-08,2024,8,August,CUST1322,Customer CUST1322,36-45,Male,Chennai,Infinia,100000,Groceries,BookMyShow,NetBanking,22744,0.0,45488,Due,22744.0,53.46,0
TXN00203,2024-09-01,2024-09,2024,9,September,CUST6067,Customer CUST6067,26-35,Male,Mumbai,Regalia,800000,Groceries,Swiggy,NetBanking,14437,0.0,28874,Paid,14437.0,6.2,0
TXN00316,2024-09-04,2024-09,2024,9,September,CUST2747,Customer CUST2747,18-25,Male,Chennai,Regalia,300000,Dining,BookMyShow,NetBanking,6844,0.0,27376,Paid,6844.0,3.7,0
TXN00176,2024-09-04,2024-09,2024,9,September,CUST8851,Customer CUST8851,46-60,Female,Chennai,Regalia,500000,Bills & Utilities,Croma,Credit Card,14065,140.65,14065,Due,14205.65,13.96,0
TXN00291,2024-09-09,2024-09,2024,9,September,CUST8583,Customer CUST8583,46-60,Female,Ahmedabad,MoneyBack,300000,Shopping,IRCTC,UPI AutoPay,11979,0.0,47916,Overdue,11979.0,18.01,0
TXN00199,2024-09-11,2024-09,2024,9,September,CUST4090,Customer CUST4090,46-60,Female,Chennai,Millennia,800000,Entertainment,Swiggy,Credit Card,21774,217.74,21774,Due,21991.74,9.33,0
TXN00015,2024-09-11,2024-09,2024,9,September,CUST5092,Customer CUST5092,18-25,Female,Ahmedabad,Regalia,200000,Fuel,Croma,Credit Card,14900,0.0,29800,Paid,14900.0,15.75,0
TXN00496,2024-09-11,2024-09,2024,9,September,CUST6296,Customer CUST6296,46-60,Male,Pune,Infinia,100000,Bills & Utilities,DMart,NetBanking,21408,214.08,21408,Due,21622.08,61.56,0
TXN00332,2024-09-12,2024-09,2024,9,September,CUST4924,Customer CUST4924,36-45,Female,Bengaluru,MoneyBack,100000,Entertainment,Croma,UPI AutoPay,12598,0.0,25196,Due,12598.0,33.88,1
TXN00024,2024-09-12,2024-09,2024,9,September,CUST4878,Customer CUST4878,26-35,Male,Delhi,Diners Black,200000,Entertainment,DMart,Credit Card,18546,185.46,74184,Paid,18731.46,43.61,0
TXN00068,2024-09-13,2024-09,2024,9,September,CUST6881,Customer CUST6881,36-45,Female,Hyderabad,Diners Black,200000,Dining,Swiggy,NetBanking,12805,128.05,12805,Due,12933.05,16.17,0
TXN00469,2024-09-13,2024-09,2024,9,September,CUST2117,Customer CUST2117,46-60,Male,Hyderabad,MoneyBack,100000,Dining,Amazon,UPI AutoPay,20790,0.0,20790,Overdue,20790.0,82.15,0
TXN00305,2024-09-20,2024-09,2024,9,September,CUST1117,Customer CUST1117,46-60,Male,Ahmedabad,Millennia,800000,Bills & Utilities,HP Fuel,UPI AutoPay,24567,0.0,98268,Due,24567.0,4.52,0
TXN00415,2024-09-21,2024-09,2024,9,September,CUST9061,Customer CUST9061,18-25,Male,Chennai,Regalia,800000,Travel,Croma,UPI AutoPay,2474,24.74,2474,Paid,2498.74,0.79,0
TXN00455,2024-09-22,2024-09,2024,9,September,CUST1866,Customer CUST1866,36-45,Female,Bengaluru,Infinia,200000,Groceries,DMart,NetBanking,4988,49.88,9976,Due,5037.88,6.06,0
TXN00492,2024-09-23,2024-09,2024,9,September,CUST3980,Customer CUST3980,46-60,Female,Bengaluru,Infinia,100000,Entertainment,Flipkart,Credit Card,10934,109.34,10934,Paid,11043.34,29.06,1
TXN00019,2024-09-24,2024-09,2024,9,September,CUST2188,Customer CUST2188,18-25,Female,Ahmedabad,Diners Black,300000,Dining,Zomato,Credit Card,8903,89.03,8903,Overdue,8992.03,8.4,1
TXN00205,2024-09-26,2024-09,2024,9,September,CUST3734,Customer CUST3734,36-45,Male,Delhi,MoneyBack,500000,Travel,IRCTC,Credit Card,16937,169.37,16937,Overdue,17106.37,15.03,0
TXN00417,2024-09-29,2024-09,2024,9,September,CUST7617,Customer CUST7617,18-25,Male,Bengaluru,Diners Black,500000,Travel,Swiggy,UPI AutoPay,19029,0.0,76116,Overdue,19029.0,11.08,0
TXN00476,2024-09-30,2024-09,2024,9,September,CUST2601,Customer CUST2601,46-60,Male,Mumbai,MoneyBack,800000,Fuel,Flipkart,UPI AutoPay,928,9.28,1856,Due,937.28,0.3,0
TXN00262,2024-10-01,2024-10,2024,10,October,CUST8479,Customer CUST8479,36-45,Female,Delhi,Diners Black,500000,Entertainment,BookMyShow,UPI AutoPay,11430,0.0,11430,Overdue,11430.0,5.95,1
TXN00240,2024-10-02,2024-10,2024,10,October,CUST7671,Customer CUST7671,46-60,Female,Kolkata,Infinia,200000,Bills & Utilities,Swiggy,NetBanking,3125,0.0,6250,Paid,3125.0,7.27,0
TXN00055,2024-10-05,2024-10,2024,10,October,CUST1423,Customer CUST1423,18-25,Male,Hyderabad,MoneyBack,300000,Groceries,Swiggy,NetBanking,19796,0.0,39592,Due,19796.0,22.53,0
TXN00452,2024-10-06,2024-10,2024,10,October,CUST7254,Customer CUST7254,36-45,Female,Kolkata,Regalia,200000,Fuel,Swiggy,UPI AutoPay,15342,276.16,61368,Overdue,15618.16,13.79,0
TXN00411,2024-10-06,2024-10,2024,10,October,CUST4961,Customer CUST4961,26-35,Female,Pune,Diners Black,800000,Shopping,Amazon,UPI AutoPay,3420,34.2,13680,Overdue,3454.2,1.1,0
TXN00366,2024-10-07,2024-10,2024,10,October,CUST4783,Customer CUST4783,26-35,Male,Bengaluru,Regalia,800000,Groceries,Swiggy,UPI AutoPay,4510,0.0,4510,Paid,4510.0,1.95,0
TXN00407,2024-10-08,2024-10,2024,10,October,CUST8317,Customer CUST8317,36-45,Male,Chennai,Millennia,800000,Bills & Utilities,IRCTC,NetBanking,3855,69.39,3855,Paid,3924.39,1.91,0
TXN00172,2024-10-09,2024-10,2024,10,October,CUST9123,Customer CUST9123,26-35,Female,Kolkata,Diners Black,200000,Travel,Zomato,Credit Card,2720,27.2,5440,Due,2747.2,5.28,0
TXN00039,2024-10-11,2024-10,2024,10,October,CUST6733,Customer CUST6733,26-35,Male,Kolkata,Diners Black,800000,Entertainment,Swiggy,Credit Card,2883,28.83,2883,Paid,2911.83,0.44,1
TXN00003,2024-10-11,2024-10,2024,10,October,CUST6635,Customer CUST6635,36-45,Male,Bengaluru,Regalia,500000,Entertainment,BookMyShow,NetBanking,11229,0.0,11229,Paid,11229.0,3.11,0
TXN00463,2024-10-15,2024-10,2024,10,October,CUST8777,Customer CUST8777,36-45,Male,Bengaluru,Infinia,800000,Groceries,BookMyShow,NetBanking,23968,0.0,23968,Paid,23968.0,13.2,1
TXN00394,2024-10-16,2024-10,2024,10,October,CUST2752,Customer CUST2752,36-45,Male,Pune,Infinia,500000,Fuel,IRCTC,NetBanking,4374,78.73,4374,Due,4452.73,3.74,0
TXN00098,2024-10-17,2024-10,2024,10,October,CUST6731,Customer CUST6731,36-45,Female,Chennai,Infinia,800000,Entertainment,Amazon,NetBanking,5127,51.27,5127,Overdue,5178.27,2.34,0
TXN00444,2024-10-18,2024-10,2024,10,October,CUST3873,Customer CUST3873,26-35,Male,Hyderabad,Regalia,300000,Fuel,Flipkart,Credit Card,5468,98.42,21872,Paid,5566.42,3.15,0
TXN00324,2024-10-18,2024-10,2024,10,October,CUST7243,Customer CUST7243,36-45,Female,Pune,Diners Black,500000,Bills & Utilities,Amazon,Credit Card,16926,169.26,67704,Overdue,17095.26,15.43,0
TXN00059,2024-10-21,2024-10,2024,10,October,CUST6091,Customer CUST6091,18-25,Female,Hyderabad,MoneyBack,200000,Groceries,Zomato,Credit Card,1145,20.61,4580,Paid,1165.61,2.2,0
TXN00091,2024-10-23,2024-10,2024,10,October,CUST6928,Customer CUST6928,18-25,Female,Delhi,MoneyBack,500000,Groceries,Zomato,Credit Card,10842,0.0,43368,Due,10842.0,9.39,0
TXN00456,2024-10-23,2024-10,2024,10,October,CUST3738,Customer CUST3738,36-45,Female,Chennai,Infinia,200000,Bills & Utilities,IRCTC,UPI AutoPay,2717,48.91,2717,Overdue,2765.91,5.51,0
TXN00466,2024-10-24,2024-10,2024,10,October,CUST9055,Customer CUST9055,18-25,Female,Kolkata,Regalia,300000,Entertainment,BookMyShow,NetBanking,2480,24.8,9920,Overdue,2504.8,1.42,0
TXN00289,2024-10-24,2024-10,2024,10,October,CUST6851,Customer CUST6851,26-35,Male,Delhi,Diners Black,500000,Groceries,Zomato,UPI AutoPay,6668,120.02,26672,Overdue,6788.02,6.41,0
TXN00053,2024-10-25,2024-10,2024,10,October,CUST4824,Customer CUST4824,36-45,Male,Mumbai,Regalia,500000,Shopping,DMart,Credit Card,23365,233.65,93460,Overdue,23598.65,6.0,1
TXN00110,2024-10-27,2024-10,2024,10,October,CUST9897,Customer CUST9897,46-60,Female,Ahmedabad,Millennia,300000,Entertainment,Swiggy,NetBanking,6736,0.0,13472,Paid,6736.0,6.87,0
TXN00414,2024-10-28,2024-10,2024,10,October,CUST2212,Customer CUST2212,36-45,Male,Hyderabad,Millennia,300000,Bills & Utilities,DMart,UPI AutoPay,15058,150.58,30116,Due,15208.58,10.19,0
TXN00246,2024-11-01,2024-11,2024,11,November,CUST5278,Customer CUST5278,36-45,Male,Delhi,MoneyBack,300000,Groceries,Amazon,NetBanking,11219,112.19,44876,Paid,11331.19,16.63,0
TXN00287,2024-11-01,2024-11,2024,11,November,CUST7456,Customer CUST7456,18-25,Female,Pune,Millennia,100000,Fuel,Flipkart,NetBanking,18388,0.0,18388,Overdue,18388.0,18.76,0
TXN00352,2024-11-03,2024-11,2024,11,November,CUST8115,Customer CUST8115,46-60,Male,Mumbai,Infinia,300000,Travel,Flipkart,NetBanking,2771,0.0,5542,Overdue,2771.0,4.17,0
TXN00382,2024-11-03,2024-11,2024,11,November,CUST1477,Customer CUST1477,26-35,Male,Pune,Millennia,500000,Groceries,HP Fuel,UPI AutoPay,22673,226.73,45346,Overdue,22899.73,17.67,0
TXN00286,2024-11-04,2024-11,2024,11,November,CUST9740,Customer CUST9740,26-35,Male,Delhi,Diners Black,100000,Entertainment,DMart,NetBanking,14541,145.41,29082,Due,14686.41,42.11,1
TXN00461,2024-11-04,2024-11,2024,11,November,CUST4027,Customer CUST4027,36-45,Male,Mumbai,Millennia,800000,Entertainment,Zomato,Credit Card,4256,76.61,4256,Overdue,4332.61,2.45,0
TXN00386,2024-11-05,2024-11,2024,11,November,CUST2517,Customer CUST2517,46-60,Male,Ahmedabad,Infinia,100000,Shopping,BookMyShow,NetBanking,5934,0.0,11868,Paid,5934.0,24.4,1
TXN00346,2024-11-07,2024-11,2024,11,November,CUST4104,Customer CUST4104,26-35,Male,Delhi,Regalia,200000,Fuel,Amazon,NetBanking,3382,0.0,13528,Overdue,3382.0,5.29,0
TXN00074,2024-11-07,2024-11,2024,11,November,CUST9850,Customer CUST9850,46-60,Male,Hyderabad,Millennia,500000,Groceries,DMart,NetBanking,7893,142.07,7893,Paid,8035.07,4.44,0
TXN00491,2024-11-08,2024-11,2024,11,November,CUST3131,Customer CUST3131,46-60,Female,Pune,Infinia,800000,Groceries,BookMyShow,UPI AutoPay,3831,0.0,3831,Overdue,3831.0,1.85,1
TXN00113,2024-11-09,2024-11,2024,11,November,CUST1693,Customer CUST1693,36-45,Female,Hyderabad,Infinia,500000,Bills & Utilities,IRCTC,NetBanking,14162,0.0,56648,Paid,14162.0,6.82,0
TXN00102,2024-11-12,2024-11,2024,11,November,CUST7256,Customer CUST7256,46-60,Male,Hyderabad,Regalia,500000,Shopping,Flipkart,NetBanking,22426,403.67,44852,Paid,22829.67,18.29,0
TXN00070,2024-11-12,2024-11,2024,11,November,CUST6352,Customer CUST6352,46-60,Male,Hyderabad,Millennia,100000,Fuel,Flipkart,Credit Card,12155,218.79,12155,Overdue,12373.79,56.38,0
TXN00099,2024-11-13,2024-11,2024,11,November,CUST7937,Customer CUST7937,36-45,Male,Kolkata,Diners Black,800000,Entertainment,HP Fuel,UPI AutoPay,4387,78.97,17548,Paid,4465.97,0.75,1
TXN00241,2024-11-14,2024-11,2024,11,November,CUST4288,Customer CUST4288,18-25,Male,Kolkata,Regalia,200000,Entertainment,Swiggy,UPI AutoPay,17379,312.82,17379,Paid,17691.82,15.39,0
TXN00084,2024-11-15,2024-11,2024,11,November,CUST2773,Customer CUST2773,36-45,Female,Pune,Millennia,500000,Fuel,Zomato,UPI AutoPay,16826,0.0,16826,Overdue,16826.0,6.38,1
TXN00012,2024-11-15,2024-11,2024,11,November,CUST6539,Customer CUST6539,18-25,Male,Kolkata,Diners Black,200000,Travel,Flipkart,Credit Card,17159,171.59,17159,Paid,17330.59,16.29,0
TXN00369,2024-11-16,2024-11,2024,11,November,CUST1630,Customer CUST1630,18-25,Female,Kolkata,Infinia,800000,Bills & Utilities,BookMyShow,Credit Card,18941,340.94,75764,Paid,19281.94,8.44,0
TXN00485,2024-11-16,2024-11,2024,11,November,CUST4571,Customer CUST4571,26-35,Male,Pune,Infinia,200000,Bills & Utilities,Amazon,Credit Card,12977,233.59,51908,Due,13210.59,30.77,0
TXN00277,2024-11-16,2024-11,2024,11,November,CUST7025,Customer CUST7025,26-35,Male,Mumbai,Millennia,500000,Bills & Utilities,IRCTC,UPI AutoPay,8435,0.0,33740,Paid,8435.0,7.29,0
TXN00116,2024-11-17,2024-11,2024,11,November,CUST2929,Customer CUST2929,36-45,Female,Chennai,Regalia,500000,Groceries,BookMyShow,Credit Card,1049,18.88,1049,Overdue,1067.88,0.64,0
TXN00348,2024-11-18,2024-11,2024,11,November,CUST9939,Customer CUST9939,26-35,Female,Pune,Diners Black,300000,Travel,Croma,NetBanking,20950,209.5,83800,Due,21159.5,23.98,0
